business,category,niche(s),score,tier,tier_label,score_web_opportunity,score_budget,score_niche_fit,score_reachability,score_reputation,score_operational,has_website,website,phone,rating,review_count,primary_type,maps_url,address,status
De Roma Аспарухово,Hospitality,restaurant,79,B,Warm,45,91,100,100,84,100,yes,https://order.bg/deroma/menu,088 777 1028,4.6,136,fast_food_restaurant,https://maps.google.com/?cid=11712089617271607354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Свети Свети Кирил и Методий“ 17, 9003 Варна",OPERATIONAL
Хотел Арт Грийн,Hospitality,lodging,79,B,Warm,45,91,100,100,84,100,yes,http://www.artgreenhotel.com/,087 801 8400,4.6,136,hotel,https://maps.google.com/?cid=5699119044547152443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „София“ 14, 9000 Варна",OPERATIONAL
Медико-Дентален Център Medicare Varna,Health,dental,79,B,Warm,45,90,100,100,88,100,yes,https://www.medicare-varna.com/?utm_source=google&utm_medium=GMB,088 719 1113,4.7,127,dental_clinic,https://maps.google.com/?cid=2034521906719863236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Професор Марин Дринов“ 40, 9000 Варна",OPERATIONAL
Floyd's Fan Zone,Hospitality,restaurant,79,B,Warm,45,89,100,100,88,100,yes,https://floydfanzone.com/,087 700 0447,4.7,126,sports_bar,https://maps.google.com/?cid=2802858546377378646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка 188, партера, 9005 Варна",OPERATIONAL
Комплекс Папая,Hospitality,lodging,79,B,Warm,45,89,100,100,88,100,yes,https://www.papayarent.com/,087 655 2553,4.7,125,lodging,https://maps.google.com/?cid=8341726262612848509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, бул. „Христо Смирненски“ 76, 9000 Варна",OPERATIONAL
Стоматологична клиника д-р Ботев,Health,dental,79,B,Warm,45,88,100,100,88,100,yes,http://botev-dent.com/,052 634 755,4.7,116,dental_clinic,https://maps.google.com/?cid=7747763916449188149&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Кюстенджа“ 16, 9002 Варна",OPERATIONAL
Beehive Hotel & Co-working Space Varna,Hospitality,lodging,79,B,Warm,45,87,100,100,96,100,yes,https://www.facebook.com/beehive.varna,088 780 7236,4.9,104,hotel,https://maps.google.com/?cid=6883553994644441027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 33, 9000 Варна",OPERATIONAL
Smilehub Varna Dental Studio| Зъболекар Варна| д-р Йоанна Недялкова,Health,dental,79,B,Warm,45,86,100,100,100,100,yes,https://smilehubvarna.com/,088 777 1014,5,101,dentist,https://maps.google.com/?cid=839449197647359181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"бл.37, ЛевскиПриморски, бул. „8-ми Приморски полк“ 137, вх А,партер, 9000 Варна",OPERATIONAL
Sushi Box Center Fullmax (Sushi Asparuhovo),Hospitality,restaurant,79,B,Warm,45,85,100,100,96,100,yes,http://sushibox.bg/,089 445 5245,4.9,94,japanese_restaurant,https://maps.google.com/?cid=4711430819348377675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Христо Ботев“ 18, 9000 Варна",OPERATIONAL
RE/MAX Active - Агенция за недвижими имоти,Real Estate,real_estate,79,B,Warm,45,85,100,100,100,100,yes,http://www.active.remax.bg/,088 292 3960,5,90,real_estate_agency,https://maps.google.com/?cid=13781217585309000233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Цар Симеон I“ 1, 9000 Варна",OPERATIONAL
Имотен център Варна ЕООД,Real Estate,real_estate,79,B,Warm,45,83,100,100,100,100,yes,https://icentervarna.bg/,087 700 4318,5,82,real_estate_agency,https://maps.google.com/?cid=5925841828758108364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Генерал Колев“ 113, 9002 Варна",OPERATIONAL
Базар „Чайка“,Retail,restaurant,78,B,Warm,100,100,55,20,52,100,no,,,3.8,1501,market,https://maps.google.com/?cid=7948307908941763765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, 9010 Варна",OPERATIONAL
Парк Младост,Other,restaurant,78,B,Warm,100,86,55,20,80,100,no,,,4.5,96,park,https://maps.google.com/?cid=3055684613557547197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Младост IМладост, 9027 Варна",OPERATIONAL
Норд,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://www.facebook.com/RestaurantNord1,052 610 862,4,4784,restaurant,https://maps.google.com/?cid=4053737668346289171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ПриморскиОдесос, 9002 Варна",OPERATIONAL
Casa Felice Beach,Hospitality,restaurant,78,B,Warm,45,100,100,100,52,100,yes,https://casafelice.bg/casa-felice-beach/,089 990 0670,3.8,1903,restaurant,https://maps.google.com/?cid=17439171317010859516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"под Аквариум, ПриморскиОдесос, Крайбрежна алея, 9000 Варна",OPERATIONAL
Етно ресторант „Старата къща“,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,http://starata-kashta.bg/,088 505 5444,4,1677,restaurant,https://maps.google.com/?cid=9319207893002390426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Васил Друмев“ 97, 9000 Варна",OPERATIONAL
Чжоу,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,http://chjou.com/,052 641 138,4,1377,chinese_restaurant,https://maps.google.com/?cid=9418643858806338449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Васил Друмев“ 3, 9002 Варна",OPERATIONAL
Детелина,Hospitality,lodging,78,B,Warm,45,100,100,100,56,100,yes,https://detelinahotel.com/,052 356 608,3.9,1212,hotel,https://maps.google.com/?cid=14952448123918507694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hotel Detelina, Златни пясъциПриморски, 9006 Chaika",OPERATIONAL
Ресторант Маестро,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://restorant-maestro.com/,088 400 2021,4,1101,restaurant,https://maps.google.com/?cid=1729662460462190144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"кв. Младост в парка до бл. 101, ВладиславовоМладост, 9000 Варна",OPERATIONAL
Фактор,Hospitality,restaurant,78,B,Warm,45,100,100,100,56,100,yes,https://www.facebook.com/profile.php?id=100057542257163,0700 40 090,3.9,1089,fast_food_restaurant,https://maps.google.com/?cid=6725592038602712863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Дубровник“ 52, 9010 Варна",OPERATIONAL
Златен дракон,Hospitality,restaurant,78,B,Warm,45,100,100,100,56,100,yes,http://www.zlatendrakon.bg/,052 635 855,3.9,917,chinese_restaurant,https://maps.google.com/?cid=2893633516262942293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Петко Ю. Тодоров“ 68, 9000 Варна",OPERATIONAL
Пицария Акварел,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,http://www.dahapnem.com/,088 910 0242,4,881,pizza_restaurant,https://maps.google.com/?cid=7789649017336171129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, 9000 Варна",OPERATIONAL
Китайски ресторант Азия,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://azia-varna.com/,052 655 516,4,856,chinese_restaurant,https://maps.google.com/?cid=15880865729287001844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Христо БотевОдесос, ул. „Велико Христов“ 37, 9000 Варна",OPERATIONAL
Небесна храна,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,http://nebesnahrana.com/,052 613 034,4,820,chinese_restaurant,https://maps.google.com/?cid=10955713765713743834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Доктор Пискюлиев“ 4, 9000 Варна",OPERATIONAL
Комплекс „Ролбата - Наутилус“,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://www.facebook.com/rolbata.nautilus,088 249 1791,4,689,restaurant,https://maps.google.com/?cid=11702163595302991693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Крайбрежна алея 1, ПриморскиОдесос, 9000 Варна",OPERATIONAL
Plaza Hotel Varna,Hospitality,lodging,78,B,Warm,45,100,100,100,60,100,yes,http://www.hotelplazabg.com/,052 684 060,4,665,hotel,https://maps.google.com/?cid=7213512350450803085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Сливница“ 10, 9000 Варна",OPERATIONAL
Ресторант Санторини,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://www.facebook.com/share/1F77yjPZRd/?mibextid=wwXIfr,087 690 0111,4,595,restaurant,https://maps.google.com/?cid=4189924278317404117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, бул. „Цар Освободител“ 76г, 9000 Варна",OPERATIONAL
Механа „Вавилон“,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,http://varna.zavedenia.com/944/Mehana.Vavilon/,088 833 1348,4,543,bar,https://maps.google.com/?cid=16440325361809029106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Генерал Георги Попов“, 9010 Варна",OPERATIONAL
Дионис,Hospitality,lodging,78,B,Warm,45,100,100,100,60,100,yes,https://hoteldionis.com/,089 902 1122,4,527,hotel,https://maps.google.com/?cid=10771902362797528743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Бузлуджа“ 13, 9000 Варна",OPERATIONAL
Механа Хъшове,Hospitality,restaurant,78,B,Warm,45,100,100,100,56,100,yes,http://www.hashove.bg/,052 302 394,3.9,431,bar,https://maps.google.com/?cid=8875184728135141323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, бул. „Васил Левски“ 7Г, 9010 Варна",OPERATIONAL
Joya Park Hotel,Hospitality,lodging,78,B,Warm,45,100,100,100,60,100,yes,http://www.joya-parkhotel.com/,087 838 7650,4,357,hotel,https://maps.google.com/?cid=13035204704766074382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"к.к, Златни пясъциПриморски, 9000 Варна",OPERATIONAL
M Hostel Musala,Hospitality,lodging,78,B,Warm,45,100,100,100,56,100,yes,https://hostelmusala.com/,098 822 8908,3.9,347,hostel,https://maps.google.com/?cid=18396327153317632254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Мусала“ 1, 9000 Варна",OPERATIONAL
"Евъргрийн, гръцка таверна",Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://www.facebook.com/pages/Greek%20Restaurant%20Evergreen/279616569050762/,088 607 6177,4,346,restaurant,https://maps.google.com/?cid=15546277628388662390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Южна Промишелан зона 67, ОстроваАспарухово, 9003 Варна",OPERATIONAL
La Bombonera bar & dinner,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://labomboneravarna.com/,087 720 0411,4,326,restaurant,https://maps.google.com/?cid=15067382851712831225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, 9010 Варна",OPERATIONAL
Пицария Лучиано Варна,Hospitality,restaurant,78,B,Warm,45,100,100,100,60,100,yes,https://luchianopizza.com/,088 899 7105,4,292,italian_restaurant,https://maps.google.com/?cid=1315426167596723749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Русе“ 13, 9000 Варна",OPERATIONAL
Хотел Паралакс,Hospitality,lodging,78,B,Warm,45,100,100,100,60,100,yes,http://www.hotel.paralax.bg/,088 980 8012,4,269,hotel,https://maps.google.com/?cid=4626630384427424384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. БризПриморски, бул. „8-ми Приморски полк“ 180, 9010 Варна",OPERATIONAL
Hostel Casablanca City,Hospitality,lodging,78,B,Warm,45,100,100,100,60,100,yes,https://recommendedbyroberto.com/hostel-casablanca-city-bulgaria,088 614 0315,4,263,hostel,https://maps.google.com/?cid=14658616845542232844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Кръстю мирски“ 1, 9000 Варна",OPERATIONAL
Хотел Ниагара,Hospitality,lodging,78,B,Warm,45,97,100,100,64,100,yes,http://www.niagara-varna.com/bg/contacts,052 354 411,4.1,214,lodging,https://maps.google.com/?cid=3649562381876421962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, ул. „Цар Борис III-ти“ 78, 9022 Варна",OPERATIONAL
"Дентален център ""Фармадент"" Градска Болница"" Зъболекар Варна",Health,dental,78,B,Warm,45,97,100,100,64,100,yes,https://www.farmadent.bg/,052 647 364,4.1,213,dental_clinic,https://maps.google.com/?cid=3071499302143476919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Градска поликлиника, Варна ЦентърОдесос, бул. „Съборни“ 40, етаж 3, 9000 Варна",OPERATIONAL
Brigantina Beach Hotel,Hospitality,lodging,78,B,Warm,45,96,100,100,68,100,yes,https://recommendedbyroberto.com/brigantina-beach-bulgaria,088 594 1468,4.2,198,hotel,https://maps.google.com/?cid=15779566999203859756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"150 Boyan Bachvarov Str., Златни пясъциПриморски, 9000 Варна",OPERATIONAL
"Турски ресторант ""Мармарис"" - Делта Планет Мол - гр. Варна",Hospitality,restaurant,78,B,Warm,45,96,100,100,68,100,yes,https://marmaris.bg/,088 755 7788,4.2,195,turkish_restaurant,https://maps.google.com/?cid=8717097153991578284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, бул. „Сливница“ 185, 9000 Варна",OPERATIONAL
Апартхотел Каро,Hospitality,lodging,78,B,Warm,45,89,100,100,84,100,yes,http://caroapartments.com/,089 304 8143,4.6,125,hotel,https://maps.google.com/?cid=18184315665098474891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"City BG, Гръцки кварталОдесос, ул. „Баба Рада“ 6, 9000 Варна",OPERATIONAL
Mell's kitchen Asian & More,Hospitality,restaurant,78,B,Warm,45,88,100,100,80,100,yes,https://mells-kitchen.com/,089 772 7976,4.5,118,fast_food_restaurant,https://maps.google.com/?cid=10448405975617187668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Хаджи Димитър“ 3, 9000 Варна",OPERATIONAL
FAMILIA DENT VARNA Esthetics and Dental Tourism,Health,dental,78,B,Warm,45,88,100,100,84,100,yes,http://www.familiadent.com/,089 615 6577,4.6,115,dental_clinic,https://maps.google.com/?cid=12519928563551949484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Bul.Republika 15, MC Mladost, office D608,609, ВладиславовоМладост, 9000 Варна",OPERATIONAL
"Къща за гости Цитадела, Guest House Citadel",Hospitality,lodging,78,B,Warm,45,87,100,100,84,100,yes,http://www.hotelbg.com/?menu=print_hotel&hotel=6234&lang=bg,052 361 271,4.6,106,guest_house,https://maps.google.com/?cid=15049534678456999552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Княз Александър Батенберг“ 41, 9000 Варна",OPERATIONAL
Golden Rooms,Hospitality,lodging,78,B,Warm,45,87,100,100,84,100,yes,https://www.hotel.antiquesandgold.com/bg/,088 808 4300,4.6,103,hotel,https://maps.google.com/?cid=12181750983053338573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"D-r Piskyuliev Str, Варна ЦентърОдесос, ул. „Доктор Пискюлиев“ 66, 9000 Варна",OPERATIONAL
"Nutrio Bar - Vinitsa, Varna",Hospitality,restaurant,78,B,Warm,45,85,100,100,88,100,yes,https://www.nutrio.bar/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=fd10990-website,0700 50 012,4.7,90,fast_food_restaurant,https://maps.google.com/?cid=1207051370447098763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"VinitsaPrimorski, ВиницаПриморски, ул. „Цар Борис III-ти“ 35, 9022 Варна",OPERATIONAL
Адрес Недвижими имоти - Варна Център,Real Estate,real_estate,78,B,Warm,45,84,100,100,92,100,yes,https://address.bg/,088 322 4929,4.8,89,real_estate_agency,https://maps.google.com/?cid=13993951898298872634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 9, ет.5, 9000 Варна",OPERATIONAL
Grill House Varna,Hospitality,restaurant,78,B,Warm,45,84,100,100,96,100,yes,https://grillhousevarna.com/,088 555 0105,4.9,84,restaurant,https://maps.google.com/?cid=3359357585589756468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Съборни“ 22, 9000 Варна",OPERATIONAL
Дентална клиника Кискинови,Health,dental,78,B,Warm,45,84,100,100,96,100,yes,https://kiskinovi-dental.com/,087 761 1752,4.9,84,dentist,https://maps.google.com/?cid=13480060109082163176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. БризПриморски, ул. „Д-р Любен Попов” 22А, 9010 Варна",OPERATIONAL
Зъболекар Варна - Спешен зъболекар Д-р Стоянова - Зъболекар Варна - Стоматолог Варна,Health,dental,78,B,Warm,45,83,100,100,92,100,yes,https://speshenzabolekar.com/,089 969 4329,4.8,81,dentist,https://maps.google.com/?cid=14471333822969935107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 45, 9000 Варна",OPERATIONAL
ЕКСПРЕС ИМОТИ,Real Estate,real_estate,78,B,Warm,45,83,100,100,96,100,yes,http://www.expressimoti.bg/,087 910 2728,4.9,79,real_estate_agency,https://maps.google.com/?cid=6955756385227970910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна, бул. Цар Освободител 23 Б, ет. 1, офис 1, 9000, Варна ЦентърОдесос, 9002 Варна",OPERATIONAL
Sushi Box Levski ( Sushi Varna ),Hospitality,restaurant,78,B,Warm,45,82,100,100,96,100,yes,https://sushibox.bg/,088 840 4417,4.9,75,meal_takeaway,https://maps.google.com/?cid=10918767409513594679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"LevskiPrimorski, ЛевскиПриморски, ул. „Мир“ 33, 9010 Варна",OPERATIONAL
"АН ""ВОТЧИНА""",Real Estate,real_estate,78,B,Warm,45,81,100,100,100,100,yes,http://www.votchina.eu/,087 611 1535,5,69,real_estate_agency,https://maps.google.com/?cid=7634823327740148463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Княгиня Мария Луиза“ 24-Б, ет. 3 оф 13, 9000 Варна",OPERATIONAL
ХЕМАДЕНТ Стоматолог Варна. Хематолог Варна. Спешен зъболекар. Детски зъболекар.Зъболечение под микроскоп.,Health,dental,78,B,Warm,45,81,100,100,96,100,yes,https://hemadent.com/,087 700 5589,4.9,68,medical_center,https://maps.google.com/?cid=17849940769521853131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Свети Иван Рилски“ 33, 9000 Варна",OPERATIONAL
INclusive Varna ltd,Real Estate,real_estate,78,B,Warm,45,80,100,100,100,100,yes,https://inclusive.bg/,088 655 7702,5,67,real_estate_agency,https://maps.google.com/?cid=564886491944646696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ПобедаМладост, бул. „Сливница“ 170, 9000 Варна",OPERATIONAL
Д-р Душев - стоматолог хирург,Health,dental,78,B,Warm,45,80,100,100,96,100,yes,http://www.stomatologhirurg.com/,088 776 7896,4.9,64,dental_clinic,https://maps.google.com/?cid=11200493146387060508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. 8 март 10, 9000 Варна",OPERATIONAL
Дентално Студио д-р Шотов,Health,dental,78,B,Warm,45,80,100,100,100,100,yes,https://drshotov.com/,087 750 0150,5,63,dentist,https://maps.google.com/?cid=16935367773064944693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Опълченска“ 11, 9002 Варна",OPERATIONAL
ASLAN GOLD HOTEL,Hospitality,lodging,78,B,Warm,45,79,100,100,100,100,yes,https://aslangoldhotel.com/,089 770 7000,5,62,hotel,https://maps.google.com/?cid=18226990052984905587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Христо Попович“ 1, 9000 Варна",OPERATIONAL
MareliS Sea Hostel,Hospitality,lodging,77,B,Warm,100,66,100,20,43,100,no,,,3.4,24,hostel,https://maps.google.com/?cid=18160735938658756165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Стефан Стамболов“ 15, 9000 Варна",OPERATIONAL
Сарая,Hospitality,lodging,77,B,Warm,100,64,100,20,47,100,no,,,3.6,21,private_guest_room,https://maps.google.com/?cid=2084201004868312692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Цар Самуил“ 10, 9000 Варна",OPERATIONAL
Стоматолог Д-р Гърковска,Health,dental,77,B,Warm,100,58,100,20,63,100,no,,,5,13,dentist,https://maps.google.com/?cid=14654986330348666595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, бул. „Свети Свети Константин и Елена“ 10, 9022 Варна",OPERATIONAL
Италиански сладолед,Hospitality,restaurant,77,B,Warm,100,56,100,20,61,100,no,,,5,11,ice_cream_shop,https://maps.google.com/?cid=6747785430908635332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Иван Момчилов“ 3, 9003 Варна",OPERATIONAL
Мазу,Hospitality,restaurant,77,B,Warm,45,100,100,100,48,100,yes,https://www.instagram.com/mazu_beach/?hl=en,089 733 3096,3.7,962,restaurant,https://maps.google.com/?cid=4901523484596467215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Плаж Аспарухово, Аспарухово, 9003 Варна",OPERATIONAL
Реана,Hospitality,restaurant,77,B,Warm,45,100,100,100,44,100,yes,https://www.takeaway.com/bg-en/reana,089 799 8784,3.6,819,restaurant,https://maps.google.com/?cid=1322778289974622121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Братя Бъкстон“ 35, 9000 Варна",OPERATIONAL
